return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount
ret-031073,493200,965,2017-05-29,not_as_described,1,6108.05
ret-031074,493207,2275,2017-06-15,wrong_size,6,25261.95
ret-031075,493209,2275,2017-06-06,wrong_size,6,24361.03
ret-031076,493224,2235,2017-06-07,defective,7,5530.74
ret-031077,493292,433,2017-06-04,not_as_described,3,32146.29
ret-031078,493297,548,2017-06-11,wrong_size,3,18024.56
ret-031079,493325,1115,2017-06-13,defective,1,4334.21
ret-031080,493334,246,2017-06-03,late_delivery,3,22226.04
ret-031081,493369,1175,2017-06-03,wrong_size,7,55432.23
ret-031082,493374,2332,2017-06-16,defective,5,23975.34
ret-031085,493408,1517,2017-05-29,defective,7,16243.46
ret-031086,493408,1518,2017-06-08,not_as_described,5,10456.1
ret-031087,493417,604,2017-06-12,defective,2,10657.42
ret-031088,493420,1171,2017-06-08,not_as_described,1,3944.51
ret-031089,493421,2086,2017-06-01,changed_mind,6,17501.88
ret-031090,493422,569,2017-05-28,late_delivery,2,24646.79
ret-031091,493447,745,2017-06-02,late_delivery,1,2375.3
ret-031092,493451,2348,2017-06-05,changed_mind,1,9237.58
ret-031093,493459,2334,2017-06-21,wrong_size,1,3822.74
ret-031094,493473,548,2017-06-01,wrong_size,1,6215.22
ret-031095,493493,676,2017-06-02,wrong_size,2,19228.98
ret-031096,493500,702,2017-06-07,not_as_described,3,9781.8
ret-031097,493503,1191,2017-06-14,wrong_size,3,8492.39
ret-031098,493531,1182,2017-06-08,changed_mind,1,2216.85
ret-031099,493556,604,2017-06-11,wrong_size,1,5446.92
ret-031100,493560,2355,2017-06-04,changed_mind,1,6099.95
ret-031101,493573,2054,2017-06-13,not_as_described,2,12891.09
ret-031102,493587,1171,2017-05-29,not_as_described,1,4033.51
ret-031103,493644,609,2017-06-11,not_as_described,4,40523.6
ret-031104,493659,604,2017-06-07,changed_mind,1,5494.94
ret-031107,493737,2365,2017-06-05,changed_mind,2,12688.02
ret-031108,493748,1229,2017-06-03,changed_mind,1,2694.79
ret-031109,493770,905,2017-06-09,not_as_described,1,6927.92
ret-031110,493793,2331,2017-05-31,defective,3,20609.18
ret-031111,493797,2073,2017-06-11,wrong_size,3,12528.78
ret-031112,493800,1392,2017-06-09,wrong_size,1,1903.23
ret-031113,493858,487,2017-06-09,defective,4,47300.95
ret-031115,493907,596,2017-06-18,defective,3,27007.0
ret-031117,493931,615,2017-06-14,changed_mind,1,7878.08
ret-031118,493933,2376,2017-06-13,not_as_described,4,30158.26
ret-031119,493974,438,2017-06-12,wrong_size,1,10989.84
ret-031120,493977,2045,2017-06-13,changed_mind,1,4783.22
ret-031121,493977,2379,2017-06-09,wrong_size,1,2003.72
ret-031124,494035,2054,2017-06-09,defective,4,26657.45
ret-031125,494054,779,2017-06-07,wrong_size,2,7790.33
ret-031127,494092,2396,2017-06-11,changed_mind,7,7756.49
ret-031128,494100,599,2017-06-06,changed_mind,1,9625.01
ret-031129,494102,601,2017-06-03,wrong_size,7,103296.46
ret-031130,494118,977,2017-06-12,not_as_described,4,23305.0
ret-031131,494124,2077,2017-06-06,wrong_size,2,8163.32
ret-031132,494171,650,2017-05-31,wrong_size,1,5347.38
ret-031137,494211,981,2017-06-18,defective,3,5506.64
ret-031138,494227,1000,2017-06-14,defective,4,4119.71
ret-031140,494256,685,2017-06-04,wrong_size,2,16245.68
ret-031143,494284,2064,2017-06-16,defective,4,24951.71
ret-031144,494297,1182,2017-05-30,changed_mind,3,6399.75
ret-031145,494306,2353,2017-06-07,wrong_size,1,5115.5
ret-031146,494310,734,2017-06-13,changed_mind,4,16559.4
ret-031147,494319,491,2017-06-05,wrong_size,4,44526.13
ret-031148,494322,927,2017-06-14,wrong_size,5,25418.4
ret-031149,494356,927,2017-06-17,changed_mind,3,17527.5
ret-031150,494359,910,2017-06-19,defective,4,20558.33
ret-031155,494415,989,2017-05-31,wrong_size,1,4957.49
ret-031156,494442,605,2017-06-16,late_delivery,5,21444.56
ret-031158,494496,1907,2017-06-15,changed_mind,1,12387.31
ret-031159,494506,229,2017-06-14,wrong_size,1,6201.12
ret-031160,494523,604,2017-06-09,wrong_size,5,27933.77
ret-031161,494535,907,2017-06-13,wrong_size,1,6173.23
ret-031162,494564,1523,2017-06-10,not_as_described,1,3522.15
ret-031163,494599,615,2017-06-17,defective,2,15711.65
ret-031164,494627,548,2017-06-07,defective,3,17054.76
ret-031165,494635,2058,2017-06-10,changed_mind,2,5565.28
ret-031166,494650,2054,2017-06-12,wrong_size,5,32092.87
ret-031168,494703,782,2017-06-07,not_as_described,4,4682.82
ret-031170,494732,2255,2017-05-28,defective,3,1908.34
ret-031171,494772,487,2017-06-20,defective,1,12413.26
ret-031172,494868,1924,2017-06-16,not_as_described,2,7352.21
ret-031173,494882,1227,2017-06-17,changed_mind,2,7244.04
ret-031174,494889,759,2017-06-10,changed_mind,2,3287.48
ret-031175,494889,760,2017-06-10,wrong_size,1,1717.53
ret-031177,494936,2091,2017-06-14,changed_mind,2,3860.3
ret-031178,494940,1085,2017-06-04,changed_mind,2,1873.04
ret-031179,494994,2214,2017-06-12,wrong_size,4,16231.21
ret-031180,495005,2212,2017-06-01,not_as_described,7,7061.32
ret-031181,495005,2213,2017-06-11,changed_mind,3,2920.56
ret-031183,495038,1916,2017-06-10,not_as_described,2,6365.75
ret-031184,495084,2293,2017-06-14,wrong_size,2,18203.62
ret-031185,495087,761,2017-06-06,defective,5,10619.05
ret-031186,495089,762,2017-06-01,changed_mind,4,8592.48
ret-031187,495137,763,2017-06-04,late_delivery,3,10303.68
ret-031191,495230,1053,2017-06-24,wrong_size,2,6717.98
ret-031192,495237,1136,2017-06-16,wrong_size,4,34978.79
ret-031193,495247,1982,2017-06-19,changed_mind,3,11685.07
ret-031194,495270,615,2017-06-03,wrong_size,4,30336.24
ret-031195,495295,604,2017-06-12,defective,4,22809.1
ret-031196,495312,433,2017-06-03,not_as_described,1,11320.17
ret-031198,495345,977,2017-06-04,not_as_described,2,10336.09
ret-031199,495345,1115,2017-06-11,changed_mind,5,20488.29
ret-031200,495376,496,2017-06-04,wrong_size,3,29296.03
ret-031201,495405,690,2017-06-04,wrong_size,3,12787.08
ret-031202,495414,2412,2017-06-03,defective,7,7475.03
ret-031203,495425,2098,2017-06-18,not_as_described,1,3149.99
ret-031204,495446,548,2017-06-07,wrong_size,1,5910.23
ret-031205,495460,1186,2017-06-17,not_as_described,1,4617.61
ret-031206,495473,2213,2017-06-14,wrong_size,2,2036.72
ret-031207,495477,735,2017-06-16,late_delivery,1,4515.48
ret-031208,495477,736,2017-06-12,wrong_size,1,4304.31
ret-031210,495502,2394,2017-06-22,defective,2,2868.8
ret-031211,495530,2361,2017-06-20,defective,4,25256.17
ret-031212,495544,2354,2017-06-18,changed_mind,6,24968.86
ret-031213,495557,1124,2017-05-31,defective,2,16486.07
ret-031214,495584,2394,2017-06-09,defective,5,7248.56
ret-031215,495588,1172,2017-06-18,wrong_size,4,19988.06
ret-031217,495603,927,2017-06-09,changed_mind,2,11816.83
ret-031218,495612,487,2017-06-19,wrong_size,4,51750.63
ret-031219,495640,1086,2017-06-13,defective,3,3114.83
ret-031220,495669,443,2017-06-04,wrong_size,5,47144.22
ret-031221,495680,1009,2017-06-07,wrong_size,1,1229.93
ret-031223,495744,1005,2017-06-10,late_delivery,2,2531.42
ret-031224,495751,2388,2017-06-16,not_as_described,1,3505.95
ret-031225,495778,559,2017-06-22,changed_mind,2,14809.55
ret-031226,495795,2047,2017-06-04,wrong_size,1,4580.71
ret-031227,495798,2224,2017-06-11,late_delivery,7,4778.66
ret-031228,495808,650,2017-06-12,defective,1,5655.56
ret-031229,495812,907,2017-06-16,wrong_size,2,14079.58
ret-031230,495820,1884,2017-06-19,not_as_described,2,20160.83
ret-031231,495846,2376,2017-06-17,wrong_size,3,24786.35
ret-031232,495851,2376,2017-06-10,defective,3,23892.27
ret-031233,495855,2224,2017-06-08,wrong_size,1,720.83
ret-031234,495855,2225,2017-06-07,wrong_size,1,758.46
ret-031235,495866,794,2017-06-09,not_as_described,2,1832.54
ret-031238,495892,1171,2017-06-09,wrong_size,1,3976.84
ret-031239,495899,1889,2017-06-14,changed_mind,2,15936.6
ret-031241,495907,2236,2017-06-07,wrong_size,2,4318.77
ret-031242,495907,2237,2017-06-19,defective,1,1873.16
ret-031243,495920,1822,2017-06-04,changed_mind,1,3924.87
ret-031244,495921,565,2017-06-22,changed_mind,1,9597.31
ret-031245,495938,981,2017-06-03,changed_mind,1,1728.95
ret-031246,495941,1916,2017-06-14,changed_mind,1,3126.87
ret-031247,495953,609,2017-06-06,late_delivery,3,27629.89
ret-031248,495964,487,2017-06-15,late_delivery,3,39341.68
ret-031249,496026,2387,2017-06-02,defective,1,5649.75
ret-031250,496031,676,2017-06-12,not_as_described,2,17124.84
ret-031251,496038,487,2017-06-20,late_delivery,1,12629.88
ret-031252,496046,1453,2017-06-16,not_as_described,1,4865.9
ret-031253,496046,2212,2017-06-11,changed_mind,1,1011.66
ret-031254,496056,791,2017-06-16,wrong_size,1,786.44
ret-031255,496056,792,2017-06-06,wrong_size,3,2070.56
ret-031256,496060,1097,2017-06-23,changed_mind,3,9563.07
ret-031257,496067,650,2017-06-03,wrong_size,1,5373.25
ret-031259,496086,609,2017-06-22,changed_mind,1,10209.31
ret-031260,496126,1089,2017-06-15,late_delivery,3,13022.81
ret-031261,496126,1090,2017-06-18,wrong_size,3,11964.54
ret-031262,496129,1551,2017-06-19,wrong_size,3,14883.32
ret-031263,496144,965,2017-06-15,not_as_described,6,31096.1
ret-031264,496161,2263,2017-06-11,defective,3,10860.27
ret-031266,496203,2236,2017-06-03,wrong_size,2,3835.12
ret-031267,496267,2361,2017-06-13,changed_mind,2,13462.65
ret-031268,496277,496,2017-06-04,changed_mind,1,10013.45
ret-031269,496283,2359,2017-06-08,defective,1,5027.73
ret-031270,496303,2334,2017-06-18,wrong_size,3,11558.51
ret-031272,496332,604,2017-06-03,wrong_size,1,6119.41
ret-031273,496344,2171,2017-06-20,defective,1,5357.6
ret-031274,496351,599,2017-06-08,wrong_size,7,70001.67
ret-031275,496371,497,2017-06-15,wrong_size,2,32558.57
ret-031276,496388,426,2017-06-14,defective,6,60803.18
ret-031278,496405,601,2017-06-07,wrong_size,1,14751.11
ret-031279,496412,793,2017-06-08,not_as_described,2,1918.7
ret-031280,496437,816,2017-06-19,defective,4,16142.21
ret-031281,496449,993,2017-06-13,late_delivery,1,4144.52
ret-031282,496449,2055,2017-06-23,defective,1,6366.66
ret-031283,496474,1942,2017-06-17,changed_mind,1,1373.08
ret-031284,496486,605,2017-06-11,wrong_size,5,21521.36
ret-031285,496497,2225,2017-05-31,not_as_described,5,3360.13
ret-031286,496506,2073,2017-06-08,defective,2,7581.34
ret-031287,496527,2371,2017-06-13,wrong_size,3,20219.26
ret-031288,496541,1086,2017-06-17,wrong_size,3,3192.53
ret-031291,496580,26,2017-06-23,wrong_size,1,8694.88
ret-031292,496632,2045,2017-06-02,wrong_size,1,4927.68
ret-031293,496672,686,2017-06-08,wrong_size,3,27509.42
ret-031294,496676,443,2017-06-18,late_delivery,1,10568.81
ret-031295,496677,1000,2017-06-14,wrong_size,2,2108.97
ret-031298,496738,2098,2017-06-13,not_as_described,3,9186.3
ret-031299,496770,2269,2017-06-08,wrong_size,1,3667.13
ret-031301,496780,2045,2017-06-16,defective,1,5162.43
ret-031302,496815,1187,2017-06-17,wrong_size,3,14617.1
ret-031303,496839,487,2017-06-15,late_delivery,1,12541.95
ret-031304,496863,939,2017-06-17,changed_mind,1,4006.46
ret-031305,496865,604,2017-06-25,defective,1,5520.32
ret-031307,496916,761,2017-06-14,changed_mind,1,2095.53
ret-031308,496940,2098,2017-06-07,wrong_size,1,3576.49
ret-031309,496951,2098,2017-06-08,changed_mind,2,6646.53
ret-031311,497033,1850,2017-06-07,wrong_size,3,5025.26
ret-031312,497054,1129,2017-06-16,wrong_size,2,9526.47
ret-031314,497066,2132,2017-06-16,wrong_size,1,4030.42
ret-031315,497067,1006,2017-06-05,not_as_described,1,1074.68
ret-031316,497151,400,2017-06-23,changed_mind,1,9467.4
ret-031317,497154,1186,2017-06-04,defective,2,8932.54
ret-031318,497165,1182,2017-06-22,wrong_size,5,9542.53
ret-031319,497185,1085,2017-06-08,wrong_size,1,1085.2
ret-031320,497202,989,2017-06-10,late_delivery,4,20343.21
ret-031321,497207,487,2017-06-11,not_as_described,4,48735.66
ret-031324,497244,910,2017-06-04,wrong_size,6,28346.05
ret-031325,497289,927,2017-05-31,wrong_size,3,15102.03
ret-031326,497333,681,2017-06-20,changed_mind,2,16897.57
ret-031327,497354,2237,2017-06-11,not_as_described,2,4075.45
ret-031328,497357,1053,2017-06-12,not_as_described,2,6675.96
ret-031330,497404,791,2017-06-17,wrong_size,3,2231.71
ret-031331,497404,792,2017-06-13,wrong_size,4,3036.07
ret-031332,497416,854,2017-06-18,not_as_described,4,30217.23
ret-031333,497445,548,2017-06-16,wrong_size,1,6238.89
ret-031334,497450,433,2017-06-12,changed_mind,4,41966.46
ret-031335,497467,533,2017-06-26,changed_mind,1,5929.06
ret-031336,497525,1845,2017-06-19,wrong_size,4,4076.49
ret-031337,497526,650,2017-06-21,changed_mind,1,5355.5
ret-031338,497540,496,2017-06-10,wrong_size,7,73116.63
ret-031340,497586,580,2017-06-12,wrong_size,1,9327.47
ret-031342,497607,2084,2017-06-24,changed_mind,4,32387.51
ret-031343,497608,2054,2017-06-12,wrong_size,1,6546.53
ret-031344,497653,2055,2017-06-12,defective,4,25500.3
ret-031345,497663,496,2017-06-23,late_delivery,3,29238.21
ret-031346,497687,1915,2017-06-16,wrong_size,2,11179.08
ret-031347,497701,927,2017-06-11,not_as_described,2,11142.42
ret-031348,497705,1228,2017-06-24,not_as_described,2,3233.06
ret-031350,497709,927,2017-06-22,wrong_size,1,5138.57
ret-031351,497721,1175,2017-06-15,wrong_size,3,22154.85
ret-031353,497751,762,2017-06-26,wrong_size,4,8596.53
ret-031354,497754,1095,2017-06-24,changed_mind,3,3992.71
ret-031355,497754,1096,2017-06-12,wrong_size,1,1374.62
ret-031356,497836,443,2017-06-11,not_as_described,2,19717.21
ret-031357,497838,2004,2017-06-21,changed_mind,1,4705.84
ret-031358,497865,2376,2017-06-19,wrong_size,8,65894.75
ret-031360,497895,534,2017-06-18,changed_mind,3,16679.71
ret-031362,497923,609,2017-06-28,wrong_size,1,10113.0
ret-031363,497961,965,2017-06-20,wrong_size,4,19885.28
ret-031365,497987,2224,2017-06-25,wrong_size,3,2109.0
ret-031366,497993,1229,2017-06-08,changed_mind,1,3111.41
ret-031368,498063,2388,2017-06-29,not_as_described,1,3742.13
ret-031369,498064,2098,2017-06-21,defective,7,21644.01
ret-031370,498115,2064,2017-06-14,not_as_described,6,36465.4
ret-031371,498145,2255,2017-06-28,defective,3,2115.4
ret-031376,498228,2275,2017-06-17,changed_mind,3,12746.81
ret-031377,498231,674,2017-06-15,not_as_described,1,7105.15
ret-031378,498263,426,2017-06-21,not_as_described,2,20354.57
ret-031379,498275,1172,2017-06-19,defective,3,16323.68
ret-031380,498285,2332,2017-06-26,wrong_size,1,5447.43
ret-031381,498354,977,2017-06-25,not_as_described,1,5942.92
ret-031382,498404,2045,2017-06-22,wrong_size,4,19986.52
ret-031383,498434,2224,2017-06-25,late_delivery,1,669.54
ret-031384,498434,2225,2017-06-24,changed_mind,3,2279.83
ret-031385,498452,2384,2017-06-20,wrong_size,3,20289.98
ret-031386,498478,1920,2017-06-14,late_delivery,3,10070.38
ret-031387,498493,636,2017-06-15,wrong_size,1,9232.14
ret-031388,498496,2387,2017-06-11,changed_mind,5,29085.47
ret-031389,498504,2332,2017-06-20,not_as_described,1,4955.95
ret-031391,498564,2238,2017-06-18,defective,2,2716.3
ret-031392,498565,2239,2017-06-21,wrong_size,1,1513.69
ret-031393,498593,2214,2017-06-15,changed_mind,4,16028.62
ret-031395,498611,2064,2017-06-09,defective,6,34502.43
ret-031396,498620,2045,2017-06-26,wrong_size,4,19999.72
ret-031397,498651,2275,2017-06-28,defective,5,21454.36
ret-031398,498659,674,2017-06-20,defective,5,37506.87
ret-031399,498660,2054,2017-06-27,defective,7,46494.62
ret-031403,498746,2054,2017-06-12,wrong_size,5,33490.34
ret-031404,498767,601,2017-06-24,not_as_described,3,43049.99
ret-031405,498800,1172,2017-06-21,wrong_size,3,15226.36
ret-031406,498817,2412,2017-06-14,wrong_size,4,4413.31
ret-031407,498865,777,2017-06-16,changed_mind,1,1274.77
ret-031408,498894,1912,2017-06-19,late_delivery,3,11027.69
ret-031410,498911,981,2017-06-13,wrong_size,1,1899.14
ret-031411,498938,559,2017-06-17,changed_mind,5,38704.84
ret-031413,498966,939,2017-06-27,wrong_size,1,4498.04
ret-031414,498992,609,2017-06-25,changed_mind,4,38605.24
ret-031415,499008,2086,2017-06-11,changed_mind,1,2714.17
ret-031416,499018,2388,2017-06-20,defective,1,3796.55
ret-031417,499027,2214,2017-06-27,not_as_described,1,4290.42
ret-031418,499060,2332,2017-06-23,defective,3,15108.48
ret-031421,499121,2056,2017-06-24,not_as_described,6,23111.09
ret-031422,499133,418,2017-06-08,late_delivery,1,10244.36
ret-031423,499137,674,2017-06-22,not_as_described,2,14458.2
ret-031424,499206,2380,2017-06-17,changed_mind,1,3175.81
ret-031425,499207,2086,2017-06-10,wrong_size,1,2577.52
ret-031426,499211,760,2017-06-17,defective,4,7595.88
ret-031428,499229,2359,2017-06-26,not_as_described,4,21088.15
ret-031429,499240,2066,2017-06-20,wrong_size,2,8873.47
ret-031430,499250,981,2017-06-22,defective,2,3877.47
ret-031431,499273,826,2017-06-19,defective,5,55713.68
ret-031432,499277,809,2017-06-26,wrong_size,4,11174.72
ret-031437,499486,952,2017-06-22,changed_mind,2,5783.21
ret-031438,499487,2394,2017-06-13,wrong_size,5,7250.7
ret-031439,499520,763,2017-06-19,changed_mind,2,7383.65
ret-031440,499554,1916,2017-06-23,late_delivery,1,3162.35
ret-031441,499572,2090,2017-06-08,wrong_size,1,4173.18
ret-031443,499598,1052,2017-06-18,changed_mind,3,8027.09
ret-031444,499607,2090,2017-06-25,wrong_size,2,7953.34
ret-031446,499651,907,2017-06-25,wrong_size,3,21675.65
ret-031447,499666,2055,2017-06-27,wrong_size,5,35410.74
ret-031448,499667,115,2017-06-19,defective,1,9961.43
ret-031450,499717,2254,2017-06-14,not_as_described,1,718.46
ret-031451,499717,2255,2017-06-19,defective,4,2804.54
ret-031452,499754,2098,2017-06-25,wrong_size,1,3233.55
ret-031453,499762,599,2017-06-28,wrong_size,3,27557.53
ret-031454,499762,2090,2017-06-30,wrong_size,3,11830.53
ret-031455,499799,993,2017-06-13,wrong_size,1,3666.94
ret-031457,499828,604,2017-06-13,wrong_size,1,5713.14
ret-031458,499855,2354,2017-06-17,late_delivery,1,4176.91
ret-031459,499902,1229,2017-06-26,wrong_size,2,5929.18
ret-031460,499915,491,2017-06-15,defective,8,87553.54
ret-031461,499915,559,2017-06-29,wrong_size,1,6734.87
ret-031462,499920,690,2017-06-19,defective,1,4206.66
ret-031463,499969,2058,2017-06-11,changed_mind,3,9519.65
ret-031464,499975,605,2017-06-29,wrong_size,2,8942.93
ret-031465,499980,947,2017-06-22,late_delivery,3,25242.97
ret-031466,499987,1172,2017-06-16,defective,2,11063.56
ret-031467,499991,1182,2017-06-20,not_as_described,6,12002.05
ret-031470,500030,690,2017-06-21,late_delivery,1,3961.91
ret-031471,500030,2218,2017-06-30,wrong_size,1,1663.96
ret-031472,500030,2219,2017-06-17,changed_mind,4,6228.77
ret-031473,500033,689,2017-06-24,wrong_size,1,3930.21
ret-031474,500062,777,2017-06-25,wrong_size,2,2534.65
ret-031475,500084,2091,2017-06-30,changed_mind,1,1807.44
ret-031476,500091,2388,2017-06-27,defective,6,20264.73
ret-031477,500106,438,2017-06-16,not_as_described,3,30528.79
ret-031478,500111,981,2017-06-28,defective,3,5893.43
ret-031480,500233,501,2017-06-12,not_as_described,1,11803.53
ret-031482,500264,2380,2017-07-03,wrong_size,4,13507.82
ret-031483,500282,1223,2017-06-10,late_delivery,1,4155.21
ret-031484,500282,2284,2017-06-13,not_as_described,1,3495.41
ret-031485,500287,992,2017-06-28,not_as_described,5,16495.51
ret-031490,500345,2359,2017-06-14,late_delivery,2,10111.21
ret-031491,500369,1995,2017-06-26,defective,1,5188.42
ret-031493,500416,760,2017-06-11,wrong_size,3,5656.16
ret-031494,500429,1062,2017-06-16,not_as_described,1,1774.84
ret-031495,500449,415,2017-06-12,defective,4,39453.85
ret-031496,500457,2277,2017-06-10,wrong_size,1,2964.6
ret-031497,500479,559,2017-06-13,late_delivery,1,7588.1
ret-031501,500551,491,2017-06-26,defective,7,75064.99
ret-031502,500557,993,2017-06-19,not_as_described,2,7689.06
ret-031503,500611,993,2017-06-22,late_delivery,2,7469.59
ret-031504,500618,819,2017-06-10,changed_mind,1,14105.5
ret-031505,500618,2064,2017-06-10,changed_mind,3,16530.68
ret-031506,500618,2388,2017-06-28,not_as_described,2,7570.87
ret-031507,500619,826,2017-06-10,wrong_size,1,11446.59
ret-031508,500621,2388,2017-06-13,changed_mind,3,10895.77
ret-031509,500624,491,2017-06-14,wrong_size,8,82091.01
ret-031510,500632,2098,2017-06-11,wrong_size,2,6833.63
ret-031512,500653,939,2017-06-25,wrong_size,4,17062.47
ret-031513,500667,2064,2017-06-27,wrong_size,2,12768.77
ret-031514,500718,2224,2017-06-25,defective,2,1432.61
ret-031515,500718,2225,2017-06-27,late_delivery,3,2090.77
ret-031516,500827,792,2017-06-14,changed_mind,2,1588.15
ret-031517,500854,433,2017-06-18,wrong_size,1,11064.16
ret-031518,500855,1136,2017-06-19,wrong_size,3,24192.92
ret-031519,500869,2239,2017-06-10,late_delivery,1,1413.23
ret-031521,500929,764,2017-06-16,not_as_described,7,26431.65
ret-031522,500940,982,2017-06-23,late_delivery,1,15661.93
ret-031523,500980,2385,2017-06-25,defective,1,9080.95
ret-031524,500985,2076,2017-06-23,wrong_size,1,8547.42
ret-031526,501019,759,2017-06-22,defective,4,6819.61
ret-031527,501021,2277,2017-06-27,not_as_described,1,3049.33
ret-031528,501036,2054,2017-06-13,not_as_described,4,27576.11
ret-031529,501039,1852,2017-06-23,defective,1,2123.51
ret-031530,501136,2045,2017-06-23,changed_mind,1,5034.02
ret-031531,501140,1086,2017-06-24,not_as_described,2,2057.57
ret-031532,501143,1085,2017-06-30,defective,7,7883.24
ret-031533,501155,2343,2017-06-15,changed_mind,3,14509.55
ret-031534,501161,1061,2017-06-21,not_as_described,3,4686.0
ret-031535,501164,763,2017-06-26,defective,3,11611.36
ret-031536,501164,764,2017-06-27,changed_mind,4,13664.0
ret-031537,501166,1089,2017-06-23,late_delivery,1,3974.69
ret-031538,501170,636,2017-06-22,defective,1,10666.3
ret-031539,501187,2064,2017-06-20,not_as_described,2,13562.18
ret-031540,501206,567,2017-06-22,wrong_size,2,18250.2
ret-031541,501206,927,2017-06-18,defective,1,5687.34
ret-031542,501222,2402,2017-06-21,changed_mind,1,3603.63
ret-031543,501228,2098,2017-06-16,not_as_described,3,9639.76
ret-031544,501249,2380,2017-06-29,defective,2,6540.38
ret-031545,501255,1433,2017-06-13,late_delivery,7,26300.75
ret-031546,501255,1434,2017-06-18,defective,6,23131.47
ret-031547,501256,971,2017-06-17,late_delivery,4,56720.72
ret-031548,501284,107,2017-06-11,not_as_described,6,39317.56
ret-031549,501288,599,2017-06-18,not_as_described,1,10108.53
ret-031550,501324,1053,2017-06-20,wrong_size,1,2904.28
ret-031551,501326,572,2017-06-27,not_as_described,1,5013.98
ret-031552,501335,2016,2017-06-16,wrong_size,2,6681.52
ret-031553,501345,764,2017-06-21,changed_mind,3,10762.25
ret-031554,501382,1172,2017-06-17,defective,6,33767.4
ret-031555,501389,2262,2017-06-12,wrong_size,2,7345.58
ret-031556,501389,2263,2017-06-19,wrong_size,5,16854.62
ret-031557,501472,1086,2017-06-13,wrong_size,3,3370.64
ret-031558,501484,487,2017-06-30,defective,4,44245.89
ret-031559,501489,596,2017-06-16,late_delivery,2,17709.73
ret-031560,501520,686,2017-06-24,wrong_size,1,9432.47
ret-031562,501551,2393,2017-06-17,late_delivery,3,3703.82
ret-031563,501561,2332,2017-06-22,late_delivery,1,5238.46
ret-031564,501582,400,2017-06-21,defective,5,48384.63
ret-031567,501683,443,2017-07-02,wrong_size,1,10725.95
ret-031568,501768,636,2017-06-16,wrong_size,2,20747.2
ret-031570,501781,2136,2017-06-24,changed_mind,1,4752.78
ret-031571,501791,604,2017-06-29,changed_mind,3,18123.48
ret-031572,501810,1172,2017-07-03,defective,5,26910.64
ret-031573,501811,2412,2017-06-13,not_as_described,5,6099.1
ret-031574,501841,438,2017-06-17,not_as_described,2,21179.02
ret-031575,501847,418,2017-06-17,wrong_size,5,53466.82
ret-031576,501849,1191,2017-06-27,wrong_size,5,14394.38
ret-031577,501857,1182,2017-06-26,not_as_described,2,4514.23
ret-031578,501896,2045,2017-06-18,defective,4,21230.94
ret-031580,501900,781,2017-07-01,wrong_size,1,1257.48
ret-031581,501900,782,2017-06-21,wrong_size,5,6360.19
ret-031582,501949,438,2017-06-21,wrong_size,3,32075.93
ret-031585,501983,1009,2017-06-24,wrong_size,1,1325.78
ret-031587,502022,609,2017-06-15,wrong_size,1,10889.74
ret-031588,502037,599,2017-06-29,not_as_described,1,9537.79
ret-031589,502053,777,2017-06-15,wrong_size,4,5153.65
ret-031591,502137,981,2017-06-30,defective,3,5827.57
ret-031593,502161,674,2017-06-29,changed_mind,2,15822.42
ret-031594,502252,2058,2017-06-19,wrong_size,7,21845.48
ret-031595,502266,674,2017-06-14,defective,2,16630.53
ret-031597,502295,1212,2017-06-29,late_delivery,5,22366.16
ret-031598,502334,1182,2017-06-15,wrong_size,1,1970.44
ret-031599,502356,2334,2017-06-18,not_as_described,4,16192.38
ret-031602,502386,636,2017-06-25,not_as_described,3,30393.16
ret-031603,502469,438,2017-07-05,not_as_described,2,21732.12
ret-031605,502544,2234,2017-06-21,changed_mind,1,823.27
ret-031606,502544,2235,2017-07-01,wrong_size,4,3069.25
ret-031607,502561,966,2017-06-28,defective,2,9966.23
ret-031608,502564,487,2017-07-01,changed_mind,4,43276.22
ret-031609,502623,927,2017-06-25,defective,2,10891.69
ret-031611,502636,2219,2017-06-20,wrong_size,2,3062.04
ret-031612,502648,2355,2017-06-29,wrong_size,6,40952.51
ret-031613,502658,438,2017-07-07,changed_mind,1,10380.33
ret-031614,502695,2402,2017-06-26,defective,7,22249.73
ret-031616,502728,793,2017-06-21,defective,3,2819.04
ret-031618,502740,1182,2017-06-27,wrong_size,1,2202.21
ret-031619,502798,487,2017-06-22,wrong_size,1,11788.48
ret-031620,502801,1995,2017-06-15,late_delivery,5,22165.87
ret-031621,502803,2254,2017-06-23,not_as_described,1,690.37
ret-031622,502803,2255,2017-06-22,not_as_described,5,3391.22
ret-031624,502823,2332,2017-06-24,defective,2,10963.8
ret-031625,502832,438,2017-06-26,not_as_described,6,62915.19
ret-031627,502853,2359,2017-06-22,late_delivery,6,31803.94
ret-031628,502908,2112,2017-06-23,changed_mind,2,13763.16
ret-031629,502914,1085,2017-07-02,not_as_described,2,2053.59
ret-031630,502914,1086,2017-07-06,late_delivery,3,2898.16
ret-031631,502932,604,2017-06-22,wrong_size,2,11794.39
ret-031632,502937,433,2017-06-15,wrong_size,4,41692.04
ret-031633,502945,489,2017-06-25,wrong_size,1,9716.87
ret-031634,502989,487,2017-07-06,late_delivery,1,12399.37
ret-031635,503019,491,2017-07-03,wrong_size,3,27689.8
ret-031636,503028,496,2017-07-07,changed_mind,1,10469.02
ret-031637,503061,496,2017-06-28,defective,3,32581.91
